Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2000,2000,ha,35790,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2001,2001,ha,35700,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2002,2002,ha,34865,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2003,2003,ha,35410,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2004,2004,ha,36095,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2005,2005,ha,34800,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2006,2006,ha,35200,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2007,2007,ha,35000,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2008,2008,ha,35000,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2009,2009,ha,35100,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2010,2010,ha,35029,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2011,2011,ha,35030,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2012,2012,ha,35667,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2013,2013,ha,37545,,Official data
QC,Crops,40,Chile,5312,Area harvested,515,Apples,2014,2014,ha,37207,,Official data
QC,Crops,40,Chile,5419,Yield,515,Apples,1961,1961,hg/ha,82500,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1962,1962,hg/ha,82787,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1963,1963,hg/ha,85246,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1964,1964,hg/ha,82813,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1965,1965,hg/ha,91667,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1966,1966,hg/ha,94697,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1967,1967,hg/ha,95556,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1968,1968,hg/ha,97794,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1969,1969,hg/ha,99275,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1970,1970,hg/ha,100000,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1971,1971,hg/ha,106429,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1972,1972,hg/ha,105556,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1973,1973,hg/ha,104960,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1974,1974,hg/ha,105991,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1975,1975,hg/ha,103828,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1976,1976,hg/ha,103437,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1977,1977,hg/ha,114784,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1978,1978,hg/ha,126812,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1979,1979,hg/ha,142518,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1980,1980,hg/ha,158065,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1981,1981,hg/ha,176568,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1982,1982,hg/ha,196023,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1983,1983,hg/ha,201657,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1984,1984,hg/ha,219251,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1985,1985,hg/ha,214646,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1986,1986,hg/ha,238979,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1987,1987,hg/ha,262800,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1988,1988,hg/ha,275470,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1989,1989,hg/ha,286957,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1990,1990,hg/ha,300946,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1991,1991,hg/ha,329810,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1992,1992,hg/ha,325490,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1993,1993,hg/ha,302158,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1994,1994,hg/ha,271812,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1995,1995,hg/ha,262022,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1996,1996,hg/ha,272989,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1997,1997,hg/ha,211779,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1998,1998,hg/ha,253906,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,1999,1999,hg/ha,314171,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2000,2000,hg/ha,224923,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2001,2001,hg/ha,317927,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2002,2002,hg/ha,329844,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2003,2003,hg/ha,353008,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2004,2004,hg/ha,360161,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2005,2005,hg/ha,373563,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2006,2006,hg/ha,383523,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2007,2007,hg/ha,400000,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2008,2008,hg/ha,429743,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2009,2009,hg/ha,379093,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2010,2010,hg/ha,463685,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2011,2011,hg/ha,453425,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2012,2012,hg/ha,452492,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2013,2013,hg/ha,460569,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,515,Apples,2014,2014,hg/ha,472283,Fc,Calculated data
QC,Crops,40,Chile,5510,Production,515,Apples,1961,1961,tonnes,99000,F,FAO estimate
QC,Crops,40,Chile,5510,Production,515,Apples,1962,1962,tonnes,101000,F,FAO estimate
QC,Crops,40,Chile,5510,Production,515,Apples,1963,1963,tonnes,104000,F,FAO estimate
QC,Crops,40,Chile,5510,Production,515,Apples,1964,1964,tonnes,106000,F,FAO estimate
QC,Crops,40,Chile,5510,Production,515,Apples,1965,1965,tonnes,121000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1966,1966,tonnes,125000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1967,1967,tonnes,129000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1968,1968,tonnes,133000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1969,1969,tonnes,137000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1970,1970,tonnes,140000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1971,1971,tonnes,149000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1972,1972,tonnes,95000,*,Unofficial figure
QC,Crops,40,Chile,5510,Production,515,Apples,1973,1973,tonnes,118500,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1974,1974,tonnes,120300,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1975,1975,tonnes,125300,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1976,1976,tonnes,130000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1977,1977,tonnes,150000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1978,1978,tonnes,175000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1979,1979,tonnes,210000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1980,1980,tonnes,245000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1981,1981,tonnes,298400,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1982,1982,tonnes,345000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1983,1983,tonnes,365000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1984,1984,tonnes,410000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1985,1985,tonnes,425000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1986,1986,tonnes,515000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1987,1987,tonnes,580000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1988,1988,tonnes,630000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1989,1989,tonnes,660000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1990,1990,tonnes,700000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1991,1991,tonnes,780000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1992,1992,tonnes,830000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1993,1993,tonnes,840000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1994,1994,tonnes,810000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1995,1995,tonnes,850000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1996,1996,tonnes,950000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1997,1997,tonnes,845000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1998,1998,tonnes,975000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,1999,1999,tonnes,1175000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2000,2000,tonnes,805000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2001,2001,tonnes,1135000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2002,2002,tonnes,1150000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2003,2003,tonnes,1250000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2004,2004,tonnes,1300000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2005,2005,tonnes,1300000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2006,2006,tonnes,1350000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2007,2007,tonnes,1400000,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2008,2008,tonnes,1504101,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2009,2009,tonnes,1330617,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2010,2010,tonnes,1624242,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2011,2011,tonnes,1588347,,Official data
QC,Crops,40,Chile,5510,Production,515,Apples,2012,2012,tonnes,1613904,Im,FAO data based on imputation methodology
QC,Crops,40,Chile,5510,Production,515,Apples,2013,2013,tonnes,1729206,Im,FAO data based on imputation methodology
QC,Crops,40,Chile,5510,Production,515,Apples,2014,2014,tonnes,1757225,Im,FAO data based on imputation methodology
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1961,1961,ha,90000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1962,1962,ha,95000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1963,1963,ha,95000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1964,1964,ha,100000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1965,1965,ha,110000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1966,1966,ha,210000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1967,1967,ha,210000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1968,1968,ha,280000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1969,1969,ha,250000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1970,1970,ha,250000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1971,1971,ha,260000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1972,1972,ha,280000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1973,1973,ha,430000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1974,1974,ha,385000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1975,1975,ha,485000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1976,1976,ha,540000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1977,1977,ha,580000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1978,1978,ha,600000,F,FAO estimate
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1979,1979,ha,776600,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1980,1980,ha,743000,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1981,1981,ha,727000,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1982,1982,ha,721000,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1983,1983,ha,725400,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1984,1984,ha,757000,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1985,1985,ha,757000,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1986,1986,ha,1174000,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1987,1987,ha,1443000,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1988,1988,ha,1660467,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1989,1989,ha,1689900,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1990,1990,ha,1633100,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1991,1991,ha,1661467,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1992,1992,ha,1914500,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1993,1993,ha,2250300,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1994,1994,ha,2690300,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1995,1995,ha,2953100,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1996,1996,ha,2986930,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1997,1997,ha,2838410,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1998,1998,ha,2621570,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,1999,1999,ha,2439100,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2000,2000,ha,2254010,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2001,2001,ha,2066150,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2002,2002,ha,1938300,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2003,2003,ha,1900500,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2004,2004,ha,1876700,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2005,2005,ha,1890300,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2006,2006,ha,1898800,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2007,2007,ha,1961800,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2008,2008,ha,1992200,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2009,2009,ha,2049100,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2010,2010,ha,2139940,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2011,2011,ha,2177320,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2012,2012,ha,2231350,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2013,2013,ha,2272200,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,515,Apples,2014,2014,ha,2272200,,Official data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1961,1961,hg/ha,18556,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1962,1962,hg/ha,23684,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1963,1963,hg/ha,26105,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1964,1964,hg/ha,30000,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1965,1965,hg/ha,28909,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1966,1966,hg/ha,23810,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1967,1967,hg/ha,30000,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1968,1968,hg/ha,26786,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1969,1969,hg/ha,40000,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1970,1970,hg/ha,31920,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1971,1971,hg/ha,32846,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1972,1972,hg/ha,30357,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1973,1973,hg/ha,30256,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1974,1974,hg/ha,30026,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1975,1975,hg/ha,32639,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1976,1976,hg/ha,32037,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1977,1977,hg/ha,36345,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1978,1978,hg/ha,37917,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1979,1979,hg/ha,36942,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1980,1980,hg/ha,31805,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1981,1981,hg/ha,41348,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1982,1982,hg/ha,33703,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1983,1983,hg/ha,48815,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1984,1984,hg/ha,38851,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1985,1985,hg/ha,47743,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1986,1986,hg/ha,28422,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1987,1987,hg/ha,29556,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1988,1988,hg/ha,26164,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1989,1989,hg/ha,26622,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1990,1990,hg/ha,26449,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1991,1991,hg/ha,27328,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1992,1992,hg/ha,34243,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1993,1993,hg/ha,40304,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1994,1994,hg/ha,41367,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1995,1995,hg/ha,47434,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1996,1996,hg/ha,57090,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1997,1997,hg/ha,60663,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1998,1998,hg/ha,74309,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,1999,1999,hg/ha,85284,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2000,2000,hg/ha,90644,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2001,2001,hg/ha,96871,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2002,2002,hg/ha,99267,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2003,2003,hg/ha,111033,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2004,2004,hg/ha,126155,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2005,2005,hg/ha,127023,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2006,2006,hg/ha,137239,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2007,2007,hg/ha,142012,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2008,2008,hg/ha,149817,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2009,2009,hg/ha,154608,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2010,2010,hg/ha,155439,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2011,2011,hg/ha,165272,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2012,2012,hg/ha,172501,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2013,2013,hg/ha,174644,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,515,Apples,2014,2014,hg/ha,180104,Fc,Calculated data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1961,1961,tonnes,167000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1962,1962,tonnes,225000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1963,1963,tonnes,248000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1964,1964,tonnes,300000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1965,1965,tonnes,318000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1966,1966,tonnes,500000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1967,1967,tonnes,630000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1968,1968,tonnes,750000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1969,1969,tonnes,1000000,F,FAO estimate
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1970,1970,tonnes,798000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1971,1971,tonnes,854000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1972,1972,tonnes,850000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1973,1973,tonnes,1301000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1974,1974,tonnes,1156000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1975,1975,tonnes,1583000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1976,1976,tonnes,1730000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1977,1977,tonnes,2108000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1978,1978,tonnes,2275000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1979,1979,tonnes,2868900,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1980,1980,tonnes,2363100,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1981,1981,tonnes,3006000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1982,1982,tonnes,2430000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1983,1983,tonnes,3541050,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1984,1984,tonnes,2941000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1985,1985,tonnes,3614111,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1986,1986,tonnes,3336793,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1987,1987,tonnes,4265000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1988,1988,tonnes,4344394,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1989,1989,tonnes,4498920,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1990,1990,tonnes,4319315,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1991,1991,tonnes,4540445,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1992,1992,tonnes,6555836,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1993,1993,tonnes,9069557,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1994,1994,tonnes,11129020,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1995,1995,tonnes,14007660,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1996,1996,tonnes,17052246,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1997,1997,tonnes,17218572,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1998,1998,tonnes,19480720,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,1999,1999,tonnes,20801640,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2000,2000,tonnes,20431230,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2001,2001,tonnes,20014986,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2002,2002,tonnes,19240984,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2003,2003,tonnes,21101776,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2004,2004,tonnes,23675472,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2005,2005,tonnes,24011080,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2006,2006,tonnes,26059000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2007,2007,tonnes,27859936,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2008,2008,tonnes,29846608,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2009,2009,tonnes,31680788,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2010,2010,tonnes,33263000,,Official data
QC,Crops,41,"China, mainland",5510,Production,515,Apples,2011,2011,tonnes,35985000,,Official data
